"PERMIT NUMBER","OWNER NAME","OPERATING NAME","STREET","CITY","STATE","ZIP","ZIP4","COUNTY"
"OR-W-15092","REED & REYNOLDS, INC.","RESONANCE VINEYARD","801 N SCOTT ST","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-15094","GEOFFREY & LANE CROWTHER","THREE TREES LANE","14000 NE QUARRY RD","NEWBERG","OR",97132,7376,"YAMHILL"
"OR-W-15095","WILDAIRE CELLARS, LLC","WILDAIRE CELLARS","3275 BALLARD RD","DALLAS","OR",97338,0,"POLK"
"OR-W-15096","STE. MICHELLE WINE ESTATES LTD."," ","9409 NE WORDEN HILL RD","DUNDEE","OR",97115,9146,"YAMHILL"
"OR-W-15097","HARRIS BRIDGE VINEYARD LLC"," ","22937 HARRIS RD","PHILOMATH","OR",97370,6703,"BENTON"
"OR-W-15098","IOTA CELLARS, LLC"," ","7895 SE AMITY RD","AMITY","OR",97101,0,"YAMHILL"
"OR-W-15099","SHEA WINE CELLARS, L.L.C.","SHEA WINE CELLARS","12321 NE HIGHWAY 240","NEWBERG","OR",97132,7373,"YAMHILL"
"OR-W-15101","NORTHWEST INNOVATIONS, INC.","NORTHWEST VITICULTURE CENTER","215 DOAKS FERRY RD NW","SALEM","OR",97304,1111,"POLK"
"OR-W-15102","JOAN DAVENPORT","WINE COUNTRY FARM","6855 NE BREYMAN ORCHARDS RD","DAYTON","OR",97114,0,"YAMHILL"
"OR-W-15103","B & B ORGANICS, LLC","COWHORN VINEYARD & GARDEN","1665 EASTSIDE RD","JACKSONVILLE","OR",97530,8939,"JACKSON"
"OR-W-15106","MIA SONATINA CELLARS LLC","MIA SONATINA CELLARS","102 NURSERY ST","AMITY","OR",97101,1111,"YAMHILL"
"OR-W-15107","AMALIE ROBERT ESTATE LLC","AMALIE ROBERT ESTATE","13531 BURSELL RD","DALLAS","OR",97338,0,"POLK"
"OR-W-15108","ELKHORN RIDGE VINEYARDS & WINERY, LLC","ELKHORN RIDGE VINEYARDS & WINERY","10895 BRATENG RD","MONMOUTH","OR",97361,9506,"POLK"
"OR-W-15109","GRIZZLY PEAK WINERY, L.L.C."," ","1600 E NEVADA ST","ASHLAND","OR",97520,9395,"JACKSON"
"OR-W-15110","WHISTLING DOG CELLARS, INC.","WHISTLING DOG CELLARS","5657 ZENA RD NW","SALEM","OR",97304,1111,"POLK"
"OR-W-15111","WOODPECKER HAVEN LLC","WOODPECKER HAVEN","13005 JERUSALEM HILL RD NW","SALEM","OR",97304,9622,"POLK"
"OR-W-15112","HANSON VINEYARDS, LLC"," ","34948 S BARLOW RD","WOODBURN","OR",97071,8747,"MARION"
"OR-W-15115","BRITT HILL, LLC","BRITTAN VINEYARDS","801 N SCOTT ST","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-15116","VAN ZANTEN WINES LLC","J. DAAN WINE CELLARS","801 N SCOTT ST","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-15117","EARL E. BROWN & SONS, INC.","WATERMILL WINERY","235 E BROADWAY AVE","MILTON FREEWATER","OR",97862,1807,"UMATILLA"
"OR-W-15119","THE ANGELS' SHARE, LLC","OTIS KENYON WINES","52744 BURRIS LN","MILTON-FREEWATER","OR",97862,7321,"UMATILLA"
"OR-W-15120","BENMARK WINES, LLC"," ","810 APPLEGATE ST","PHILOMATH","OR",97370,0,"BENTON"
"OR-W-15121","WHEATLAND LLC","WHEATLAND WINERY","22350 MAGNESS RD NW","SALEM","OR",97304,9642,"POLK"
"OR-W-15122","OLSEN AGRICULTURAL COMPANY, INC.","OLSEN FAMILY VINEYARDS","501 S PACIFIC HWY","RICKREALL","OR",97371,0,"POLK"
"OR-W-15123","EUGENE WINE CELLARS, LLC"," ","255 MADISON ST","EUGENE","OR",97402,5032,"LANE"
"OR-W-15124","EVERGREEN AGRICULTURAL ENTERPRISES, INC.","EVERGREEN VINEYARDS","7300 SE WATTS LN","MCMINNVILLE","OR",97128,0,"YAMHILL"
"OR-W-15126","BENTON-LANE, LLC","BENTON-LANE WINERY","23924 TERRITORIAL HWY","MONROE","OR",97456,1111,"BENTON"
"OR-W-15128","KOPRI, INC."," ","29700 SW BURKHALTER RD","HILLSBORO","OR",97123,9245,"WASHINGTON"
"OR-W-15129","JOSEPH J. & MARION S. GINET","PLAISANCE RANCH","16955 WATER GAP RD","WILLIAMS","OR",97544,9565,"JOSEPHINE"
"OR-W-15130","THE COST VINEYARD, LLC","THE COST VINEYARD","5917 ORCHARD HEIGHTS RD NW","SALEM","OR",97304,9542,"POLK"
"OR-W-15131","WILD GOOSE VINEYARDS LLC","HAWKS VIEW WINERY","46165 HIGHWAY 242","MYRTLE POINT","OR",97458,7726,"COOS"
"OR-W-15132","FALL OBST, LLC","FALL OBST","83805 WINESAP RD","MILTON FREEWATER","OR",97862,6870,"UMATILLA"
"OR-W-15134","WY'EAST VINEYARDS, LTD.","WY'EAST VINEYARDS","3189 HIGHWAY 35","HOOD RIVER","OR",97031,8411,"HOOD RIVER"
"OR-W-15136","FIRESTEED CORPORATION","FIRESTEED CELLARS","2200 W PACIFIC HWY","RICKREALL","OR",97371,0,"POLK"
"OR-W-15137","MARC STEPHEN WHYBRA","WHYBRA VINEYARDS","25060 ORCHARD TRACT RD","MONROE","OR",97456,0,"BENTON"
"OR-W-15138","MARCHESI VINEYARDS, LLC"," ","3955 BELMONT DR","HOOD RIVER","OR",97031,9719,"HOOD RIVER"
"OR-W-15139","BECKER VINEYARD LLC"," ","360 KLAHOWYA LN","ROSEBURG","OR",97470,9685,"DOUGLAS"
"OR-W-15140","QUAILHURST LLC","QUAILHURST VINEYARD ESTATE","16110 SW PLEASANT HILL RD","SHERWOOD","OR",97140,7204,"WASHINGTON"
"OR-W-15141","A TO Z WINEWORKS LLC","A TO Z WINEWORKS","30835 N HIGHWAY 99 W","NEWBERG","OR",97132,6966,"YAMHILL"
"OR-W-15142","WAHLE VINEYARDS & CELLARS LLC"," ","801 N SCOTT ST","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-15144","HERBERT QUADY, MELONEY QUADY, ANDREW QUADY & LAUREL QUADY","QUADY NORTH","1475 KUBLI RD","GRANTS PASS","OR",97527,8610,"JOSEPHINE"
"OR-W-15149","LUJON WINE CELLARS INC."," ","22770 NW YUNGEN RD","HILLSBORO","OR",97124,8146,"WASHINGTON"
"OR-W-15150","REMY WINES, LLC","REMY WINES","905 NE 10TH AVE","MCMINNVILLE","OR",97128,4003,"YAMHILL"
"OR-W-15151","NUTHATCH CELLARS, L.L.C.","NUTHATCH CELLARS","8792 NW CHAPARRAL DR","CORVALLIS","OR",97330,2862,"BENTON"
"OR-W-15152","PFEIFFER WINERY, LLC","PFEIFFER WINERY","25040 JAEG RD","JUNCTION CITY","OR",97448,9343,"LANE"
"OR-W-15153","240 WINEWORKS LLC","240 WINEWORKS","11711 NE HWY 240","YAMHILL","OR",97148,8513,"YAMHILL"
"OR-W-15154","JANET LOUISE WESTLY","MARKS RIDGE WINERY","29255 BERLIN RD","SWEET HOME","OR",97386,9502,"LINN"
"OR-W-15155","FREY FAMILY WINERY, LLC","TRISAETUM VINEYARDS","18401 NE RIBBON RIDGE RD","NEWBERG","OR",97132,6566,"YAMHILL"
"OR-W-15156","STAG HOLLOW WINES, LLC","STAG HOLLOW","501 S PACIFIC HWY","RICKREALL","OR",97371,0,"POLK"
"OR-W-15157","ESCAPEPLAN, LLC","VINEE WINES","7700 NE COOPER LN","YAMHILL","OR",97148,8533,"YAMHILL"
"OR-W-15158","CROWLEY WINES LLC","CROWLEY WINES","14000 NE QUARRY RD","NEWBERG","OR",97132,0,"YAMHILL"
"OR-W-15159","STELLA SORI, INCORPORATED","STELLA FINO","85728 TELEPHONE POLE RD","MILTON FREEWATER","OR",97862,0,"UMATILLA"
"OR-W-15160","LOCATI GROUP, LLC","LOCATI CELLARS","50051 STATELINE RD","MILTON-FREEWATER","OR",97862,6909,"UMATILLA"
"OR-W-15161","LILLIAN, LLC","LILLIAN","979 SW ALDER","DUNDEE","OR",97115,0,"YAMHILL"
"OR-W-15162","TR WINES, INC."," ","52015 SEVEN HILLS RD","MILTON-FREEWATER","OR",97862,7331,"UMATILLA"
"OR-W-15164","CHRISTOPHER BRIDGE LLC","CHRISTOPHER BRIDGE CELLARS","12770 S CASTO RD","OREGON CITY","OR",97045,0,"CLACKAMAS"
"OR-W-15165","BEACON HILL WINERY, LLC","BEACON HILL WINERY","22040 NE RIDGE RD","GASTON","OR",97119,8422,"WASHINGTON"
"OR-W-15166","WINDERLEA WINE COMPANY, LLC","WINDERLEA VINEYARD AND WINERY","8905 NE WORDEN HILL RD","DUNDEE","OR",97115,0,"YAMHILL"
"OR-W-15167","MISTY OAKS VINEYARD, LLC","MISTY OAKS VINEYARD","890 MISTY OAKS LN","OAKLAND","OR",97462,0,"DOUGLAS"
"OR-W-15169","MT. DEFIANCE WINE COMPANY","PHELPS CREEK VINEYARDS","1930 HIGHWAY 35","HOOD RIVER","OR",97031,0,"HOOD RIVER"
"OR-W-15170","TWIN FIR VINEYARDS, LLC","TWIN FIR VINEYARDS","7501 TWIN FIR LN S","SALEM","OR",97306,9401,"MARION"
"OR-W-15171","JOHAN VINEYARDS LLC"," ","4285 N PACIFIC HWY","RICKREALL","OR",97371,9771,"POLK"
"OR-W-15173","WILLAMETTE VALLEY VINEYARDS, INC.","TUALATIN ESTATE","10850 NW SEAVEY RD","FOREST GROVE","OR",97116,7703,"WASHINGTON"
"OR-W-15174","BIGGIO HAMINA CELLARS, LLC"," ","1722 SW HIGHWAY 18","MCMINNVILLE","OR",97128,0,"YAMHILL"
"OR-W-15175","ANINDOR, LLC","ANINDOR VINEYARDS","1171 VINTAGE DR","ELKTON","OR",97436,9725,"DOUGLAS"
"OR-W-15178","VIDON VINEYARD, LLC"," ","17425 NE HILLSIDE DR","NEWBERG","OR",97132,6421,"YAMHILL"
"OR-W-15179","OREGON SYNERGY PARTNERS, LLC","RETOUR WINE COMPANY","801 N SCOTT ST","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-15180","VINTNER'S CELLAR, LLC"," ","15711 SE HAPPY VALLEY TOWN CENTER RD","HAPPY VALLEY","OR",97086,0,"CLACKAMAS"
"OR-W-15181","MAC MEADOWS WINERY, LLC"," ","9880 SE WARMINGTON RD","MCMINNVILLE","OR",97128,8411,"YAMHILL"
"OR-W-15182","COLUMBIA VIEW ORCHARDS, LLC","GARNIER VINEYARDS","8467 HWY 30 WEST","MOSIER","OR",97040,0,"WASCO"
"OR-W-15183","EDWARD L. GERBER, TERESA N. GERBER AND THE MERIDETH M. GERBER DISCLAIMER TRUST","FORIS VINEYARDS WINERY","654 KENDALL RD","CAVE JUNCTION","OR",97523,9721,"JOSEPHINE"
"OR-W-15185","JAMES E. WITTE","A BLOOMING HILL VINEYARD","5195 SW HERGERT RD","CORNELIUS","OR",97113,6020,"WASHINGTON"
"OR-W-15187","CRAFT BREWERS ALLIANCE, INC.","WIDMER BROTHERS BREWING COMPANY","929 N RUSSELL ST","PORTLAND","OR",97227,1733,"MULTNOMAH"
"OR-W-15188","HAWKS VIEW CELLARS, LLC"," ","20210 SW CONZELMANN RD","SHERWOOD","OR",97140,8956,"WASHINGTON"
"OR-W-15190","CHALICE VINEYARDS, LLC","IRIS VINEYARDS","195 PALMER AVE","COTTAGE GROVE","OR",97424,9591,"LANE"
"OR-W-15191","THE MORNE WINE COMPANY","BROOKS WINES","9360 SE EOLA HILLS RD","AMITY","OR",97101,2416,"YAMHILL"
"OR-W-15192","CALCIO WINES, LLC"," ","2303B N HARDING AVE","PORTLAND","OR",97227,0,"MULTNOMAH"
"OR-W-15193","ELV-OREGON, LLC"," ","572 PATTERSON ST NW","SALEM","OR",97304,0,"POLK"
"OR-W-15194","CRUMBLED ROCK WINERY, INC.","CRUMBLED ROCK WINERY","8415 WORDEN HILL RD","DUNDEE","OR",97115,9145,"YAMHILL"
"OR-W-15195","NAKED WINES LLC","NAKED WINERY","102 SECOND ST","HOOD RIVER","OR",97031,2002,"HOOD RIVER"
"OR-W-15196","JLC WINERY, LLC"," ","85131 ELLIOTT RD","MILTON-FREEWATER","OR",97862,7070,"UMATILLA"
"OR-W-15197","PIPELINE WINERY, INC.","PIPELINE WINERY","16700 S WILSON RD","OREGON CITY","OR",97045,0,"CLACKAMAS"
"OR-W-15198","COLENE CLEMENS VINEYARDS LLC"," ","22501 NE DOPP RD","NEWBERG","OR",97132,0,"YAMHILL"
"OR-W-15200","SIMS CELLARS LLC","BARREL FENCE CELLARS","19305 HIGHWAY 99W","DUNDEE","OR",97115,9016,"YAMHILL"
"OR-W-15203","JF GUERRERO WINES, LLC"," ","1000 UPPER APPLEGATE RD","JACKSONVILLE","OR",97530,9175,"JACKSON"
"OR-W-15204","3 FOOLS LLC","3 FOOLS","11665 AIRLINE RD","MONMOUTH","OR",97361,0,"POLK"
"OR-W-15205","ILLAHE VINEYARDS AND WINERY, INC."," ","3275 BALLARD RD","DALLAS","OR",97338,9546,"POLK"
"OR-W-15207","GERRIE CELLARS LLC","GERRIE CELLARS","6905 SPRING VALLEY RD NW","SALEM","OR",97304,9779,"POLK"
"OR-W-15209","DON CARLO VENTURES, INCORPORATED","DON CARLO VINEYARD","83872 DON CARLO WAY","MILTON-FREEWATER","OR",97862,1066,"UMATILLA"
"OR-W-15210","A LA MAIN LLC","NORTHWEST WINES TO YOU","845 NE 5TH ST","MCMINNVILLE","OR",97128,4201,"YAMHILL"
"OR-W-15211","PALOTAI OLSON PRUKOP INDUSTRIES, INC.","TESOARIA VINEYARD AND WINERY","272 CAPITAL LN","ROSEBURG","OR",97471,9531,"DOUGLAS"
"OR-W-15212","MICHAEL DAVID MCAULEY AND BARBARA ANN MCAULEY","MICHAEL MCAULEY WINES","1601 ANTHONY PL","GRANTS PASS","OR",97527,6090,"JOSEPHINE"
"OR-W-15213","F. BRIAN MARCY","BIG TABLE FARM","111 5TH ST","AMITY","OR",97101,0,"YAMHILL"
"OR-W-15214","MARK PRODEN","BODHICHITTA WINERY","1885 COMMERCIAL ST SE","SALEM","OR",97302,5203,"MARION"
"OR-W-15215","BLACK FAMILY VINEYARD LLC","THE FOUR GRACES","9675 NE FOX FARM RD","DUNDEE","OR",97115,0,"YAMHILL"
"OR-W-15219","THE ROGUE WINERY LLC","PALLET WINE COMPANY","340 N FIR ST","MEDFORD","OR",97501,2601,"JACKSON"
"OR-W-15220","LGA, INC.","ABIQUA WIND VINEYARD","19822 MCKILLOP RD","SCOTTS MILLS","OR",97375,0,"MARION"
"OR-W-15221","GRAND CRU ESTATES, LLC"," ","17100 NE WOODLAND LOOP RD","YAMHILL","OR",97148,0,"YAMHILL"
"OR-W-15223","SARVER WINERY L.L.C."," ","255 MADISON","EUGENE","OR",97402,5032,"LANE"
"OR-W-15225","CARLTON CYDERWORKS CORPORATION","CARLTON CYDERWORKS","320 SE BOOTH BEND RD","MCMINNVILLE","OR",97128,0,"YAMHILL"
"OR-W-15227","MICHAEL L. & PAMELA M. FREED","FREED ESTATE VINEYARDS","555 HOOTEN RD","WINSTON","OR",97496,0,"DOUGLAS"
"OR-W-15228","STOLTZ VINEYARDS, LLC","STOLTZ VINEYARDS","514 STATE ST","HOOD RIVER","OR",97031,2074,"HOOD RIVER"
"OR-W-15230","WILD GOOSE VINEYARDS, LLC","HV CELLARS","1080 COLONIAL RD","ROSEBURG","OR",97470,0,"DOUGLAS"
"OR-W-15231","TIM FOLEY FAMILY CORPORATION","FOLEY HILL ESTATE","429 COUNTRY HILL DR","ROSEBURG","OR",97471,9536,"DOUGLAS"
"OR-W-15232","FOREST EDGE VINEYARD LLC","FOREST EDGE VINEYARD","15640 S SPANGLER RD","OREGON CITY","OR",97045,9658,"CLACKAMAS"
"OR-W-15233","CASTILLO DE FELICIANA VINEYARD & WINERY, LLC","CASTILLO DE FELICIANA VINEYARD & WINERY","85758 TELEPHONE POLE RD","MILTON FREEWATER","OR",97862,7637,"UMATILLA"
"OR-W-15235","TGE, LLC"," ","901 E 2ND ST","THE DALLES","OR",97058,2905,"WASCO"
"OR-W-15236","CLIFF CREEK LLC","CLIFF CREEK","1015 MCDONOUGH RD","GOLD HILL","OR",97525,9626,"JACKSON"
"OR-W-15237","PLUM HILL VINEYARDS, LLC","PLUM HILL VINEYARDS","6505 SW OLD HIGHWAY 47","GASTON","OR",97119,9063,"WASHINGTON"
"OR-W-15238","JEFFREY RYAN KANDARIAN","KANDARIAN WINE CELLARS","80854 TERRITORIAL HWY","EUGENE","OR",97405,9715,"LANE"
"OR-W-15239","SNO ROAD WINERY, INC.","SNO ROAD WINERY","210 W MAIN","ECHO","OR",97826,0,"UMATILLA"
"OR-W-15240","CHATEAU BARNABY, LLC","CHATEAU BARNABY","15640 S SPANGLER RD","OREGON CITY","OR",97045,0,"CLACKAMAS"
"OR-W-15241","STONEBRAKER-SOLES, INC.","ROCO WINERY","13260 NE RED HILLS RD","NEWBERG","OR",97132,6837,"YAMHILL"
"OR-W-15242","VOLARE VINEYARDS, LLC"," ","16225 NE WILKERSON WAY","NEWBERG","OR",97132,9447,"YAMHILL"
"OR-W-15243","K S CELLARS, LLC","KS CELLARS","2200 PINE GATE WAY","WHITE CITY","OR",97503,8540,"JACKSON"
"OR-W-15244","KOOKOOLAN FARMS LTD.","KOOKOOLAN WORLD MEADERY","15713 HIGHWAY 47","YAMHILL","OR",97148,8525,"YAMHILL"
"OR-W-15245","SYMBION VINEYARDS, LLC","SYMBION VINEYARDS","6905 SPRING VALLEY RD NW","SALEM","OR",97304,9779,"POLK"
"OR-W-15246","MISSING SILO WINES, LLC"," ","845 NE 5TH ST","MCMINNVILLE","OR",97128,4201,"YAMHILL"
"OR-W-15247","LLC HOUSE OF PORTER","HOUSE OF PORTER","339 THOMPSON CREEK RD","JACKSONVILLE","OR",97530,9627,"JACKSON"
"OR-W-15248","AYOUB WINES, LLC","AYOUB WINES","9650 NE KEYES LN","DUNDEE","OR",97115,9131,"YAMHILL"
"OR-W-15249","GENIUS LOCI LLC","GENIUS LOCI","3275 BALLARD RD","DALLAS","OR",97338,9546,"POLK"
"OR-W-15250","CAPRICE VINEYARDS LLC","CAPRICE VINEYARDS","970 OLD STAGE RD","CENTRAL POINT","OR",97502,1032,"JACKSON"
"OR-W-15251","LABRASSEUR WINERY LLC","LA BRASSEUR VINEYARD","2444 COBLEIGH RD","EAGLE POINT","OR",97524,4546,"JACKSON"
"OR-W-15253","WINDERLEA WINE COMPANY, LLC","WINDERLEA VINEYARD AND WINERY","141 S PINE ST","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-15255","BRYN MAWR VINEYARDS, INC."," ","5955 BETHEL HEIGHTS RD NW","SALEM","OR",97304,3947,"POLK"
"OR-W-15260","BEE, LLC"," ","88324 VINEYARD LN","VENETA","OR",97487,0,"LANE"
"OR-W-15261","JASON FARMER","HOLMES CREEK ESTATES WINERY","1180 DENN RD","CAMAS VALLEY","OR",97416,0,"DOUGLAS"
"OR-W-15262","ALDER TREE VINEYARD, LLC","ALDER TREE VINEYARD","34944 SE COLORADO RD","SANDY","OR",97055,8270,"CLACKAMAS"
"OR-W-15263","MONTEBRUNO WINE COMPANY LLC","MONTEBRUNO WINE COMPANY","801 N SCOTT ST","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-15264","DAVID WILLIAM REED","MESA DE ORO WINERY","39 SAMS CREEK RD","GOLD HILL","OR",97525,9648,"JACKSON"
"OR-W-15265","Riva Del Lago Cellars, LLC","Riva Del Lago Cellars","1122 SUNCREST RD","TALENT","OR",97540,9642,"JACKSON"
"OR-W-15266","ENSO WINERY LLC","ENSO WINERY","1416 SE STARK ST","PORTLAND","OR",97214,1440,"MULTNOMAH"
"OR-W-15267","NOBLE PIG, LLC","NOBLE PIG","22734 SW LATHAM RD","MCMINNVILLE","OR",97128,8825,"YAMHILL"
"OR-W-15268","FIR CREST VINEYARDS LLC","TWELVE","26421 NW HIGHWAY 47","GASTON","OR",97119,0,"WASHINGTON"
"OR-W-15270","WILLAMETTE LEGACY CELLARS, INC.","WILLAMETTE LEGACY CELLARS","10705 AIRLIE RD","MONMOUTH","OR",97361,9759,"POLK"
"OR-W-15271","WRIGLEY FAMILY VENTURES, LLC","J WRIGLEY","22734 SW LATHAM RD","MCMINNVILLE","OR",97128,8825,"YAMHILL"
"OR-W-15272","LOOSEN CHRISTOPHER WINES, LLC","LOOSEN CHRISTOPHER WINES","17150 NE HILLSIDE DR","NEWBERG","OR",97132,0,"YAMHILL"
"OR-W-15273","FORBIDDEN FRUIT CIDERHOUSE, LLC","2 TOWNS CIDERHOUSE","33848 SE EASTGATE CIR","CORVALLIS","OR",97333,2248,"BENTON"
"OR-W-15274","BEAUX FRERES, LLC","BEAUX FRERES","15155 NE NORTH VALLEY RD","NEWBERG","OR",97132,6597,"YAMHILL"
"OR-W-15275","RUDOLF C MARCHESI","R. MARCHESI VINEYARD","44740 SW KNIGHT RD","GASTON","OR",97119,9057,"WASHINGTON"
"OR-W-15276","SCOTT AND RUBY LATHROP","LATHROP COUNTRY WINES","505 N MAIN ST","JOSEPH","OR",97846,0,"WALLOWA"
"OR-W-15278","PYRENEES VINEYARD AND CELLARS, LLC","PYRENEES VINEYARD AND WINERY","15332 OLD HIGHWAY 99 S","MYRTLE CREEK","OR",97457,0,"DOUGLAS"
"OR-W-15279","ABBEY CREEK VINEYARD"," ","14575 NW GERMANTOWN RD","PORTLAND","OR",97231,2708,"MULTNOMAH"
"OR-W-15280","BRIGADOON VINEYARD LLC","BRIGADOON WINE CO","9092 JACKSON HILL RD SE","SALEM","OR",97306,0,"MARION"
"OR-W-15281","BODNER WINERY, LLC","BODNER WINERY","85151 RIDGEWAY RD","PLEASANT HILL","OR",97455,9600,"LANE"
"OR-W-15282","MBK 35803, LLC","ALEXELI","35803 S HIGHWAY 213","MOLALLA","OR",97038,9506,"CLACKAMAS"
"OR-W-15283","EVESHAM WOOD VINEYARD & WINERY LLC"," ","3795 WALLACE RD NW","SALEM","OR",97304,9703,"POLK"
"OR-W-15284","WILD WINES, LLC","WILD WINES","4550 LITTLE APPLEGATE RD","JACKSONVILLE","OR",97530,9087,"JACKSON"
"OR-W-15286","MOUVANCE, LLC","MOUVANCE WINERY","258 KUTCH ST","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-15287","FORTIFICATIONS LLC","FORTIFICATIONS","2931 REED RD","HOOD RIVER","OR",97031,8610,"HOOD RIVER"
"OR-W-15288","MOORE FAMILY ENTERPRISES, LLC","OMERO CELLARS","18975 NE RIBBON RIDGE RD","NEWBERG","OR",97132,0,"YAMHILL"
"OR-W-15289","TOUR DE FORCE WINE COMPANY LLC"," ","3500 NW BRIDGE FARMER RD","GASTON","OR",97119,8201,"WASHINGTON"
"OR-W-15290","MAD WINES CO.","MATELLO","975 NE 7TH AVE","MCMINNVILLE","OR",97128,0,"YAMHILL"
"OR-W-15291","GARVIN ENTERPRISES, INC.","CABERNET CREEK FARMS","4730 LONDON DR","MOUNT HOOD PARKDALE","OR",97041,8713,"HOOD RIVER"
"OR-W-15292","BUSHWHACKER CIDER LLC","BUSHWHACKER CIDER","1212-D SE POWELL BLVD","PORTLAND","OR",97202,0,"MULTNOMAH"
"OR-W-15293","THE TRAPPIST MONKS OF GUADALUPE, INC.","NORTHWEST WINES TO YOU","130 W MONROE ST","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-15294","VOLCANO WINE COMPANY, LLC","VOLCANO VINEYARDS","70 SW CENTURY DR","BEND","OR",97701,9561,"DESCHUTES"
"OR-W-15295","TIGARD WINE CRAFTERS LLC","TIGARD WINE CRAFTERS","12436 SW MAIN ST","TIGARD","OR",97223,6110,"WASHINGTON"
"OR-W-15296","MIRACLE WINERY LLC","MIRACLE WINERY","6227 NE PETTIBONE DR","CORVALLIS","OR",97330,9675,"BENTON"
"OR-W-15298","GLASER ESTATE WINERY, LLC","GLASER ESTATE WINERY","213 INDEPENDENCE LN","ROSEBURG","OR",97471,9540,"DOUGLAS"
"OR-W-15299","UMPQUA COMMUNITY COLLEGE FOUNDATION","THE CELLARS AT THE SOUTHERN OREGON WINE INSTITUTE","1140 UMPQUA COLLEGE RD","ROSEBURG","OR",97470,9490,"DOUGLAS"
"OR-W-15301","DUKES FAMILY VINEYARDS, LLC","DUKES FAMILY VINEYARDS","801 N SCOTT ST","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-15302","FINNEGAN CIDER LLC"," ","943 ATWATER RD","LAKE OSWEGO","OR",97034,2123,"CLACKAMAS"
"OR-W-15303","KK WINE CO. LLC"," ","801 N SCOTT ST","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-15305","GMS WINERY LLC"," ","9092 JACKSON HILL RD SE","SALEM","OR",97306,9308,"MARION"
"OR-W-15306","4 COOKS LLC","MOTHER LODE CELLARS","46881 COOK RD","BAKER CITY","OR",97814,6157,"BAKER"
"OR-W-15307","DELFINO PROPERTIES LLC","DELFINO VINEYARDS","3829 COLONIAL RD","ROSEBURG","OR",97471,9002,"DOUGLAS"
"OR-W-15308","MELROSE CELLARS, LLC","MELROSE VINEYARDS","175 HOGAN RD","OAKLAND","OR",97462,9553,"DOUGLAS"
"OR-W-15309","MARYLAND VINEYARD PARTNERS, INC.","ARDIRI WINERY AND VINEYARDS","35040 SW UNGER RD","CORNELIUS","OR",97113,9607,"WASHINGTON"
"OR-W-15311","STEFAN GUEMPERLEIN","OVINO","1209 13TH ST","HOOD RIVER","OR",97031,0,"HOOD RIVER"
"OR-W-15312","LOVE, A WINE COMPANY, LLC","LOVE, A WINE COMPANY","1722 SW HIGHWAY 18","MCMINNVILLE","OR",97128,0,"YAMHILL"
"OR-W-15313","FORMULATION DESIGN, INCORPORATED","HOOD CREST WINERY","1908 ORCHARD RD","HOOD RIVER","OR",97031,0,"HOOD RIVER"
"OR-W-15314","SAMUEL J. AND CATHY C. BEATON","BEATON FARM","7400 WILLIAMS HWY","GRANTS PASS","OR",97527,9420,"JOSEPHINE"
"OR-W-15315","BLAKESLEE VINEYARD ESTATE, INC.","BLAKESLEE VINEYARD ESTATE","801 N SCOTT ST","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-15316","PETROGLYPH WINERY, LLC","CASCADE CLIFFS VINEYARD AND WINERY","211 OAK ST","HOOD RIVER","OR",97031,2027,"HOOD RIVER"
"OR-W-15318","DION VINEYARD, LLC","DION VINEYARD","33155 SW RIEDWEG RD","CORNELIUS","OR",97113,0,"WASHINGTON"
"OR-W-15319","THOMPSON CREEK WINERY, LLC","RED LILY VNEYARDS","11777 HIGHWAY 238","JACKSONVILLE","OR",97530,9605,"JACKSON"
"OR-W-15320","ABERRANT CELLARS, LLC","ABERRANT CELLARS","19550 SW CIPOLE RD","TUALATIN","OR",97062,6943,"WASHINGTON"
"OR-W-15321","POWELL HILL WINERY, LLC","POWELL HILL CELLARS","9507 POWELL HILL RD","DUNDEE","OR",97115,9100,"YAMHILL"
"OR-W-15323","RALLISON CELLARS, LLC"," ","17404 SW PARRETT MOUNTAIN RD","SHERWOOD","OR",97140,8555,"WASHINGTON"
"OR-W-15324","GARY A. & GENEANE M. DAVIES","MEIER FARMS VINEYARD","22997 NW MEIER RD","HILLSBORO","OR",97124,8017,"WASHINGTON"
"OR-W-15326","BELLEFIORE WINERY, LLC","BELLEFIORE WINERY","955 DEAD INDIAN MEMORIAL RD","ASHLAND","OR",97520,9764,"JACKSON"
"OR-W-15327","BURL MOSTUL, CINDY MOSTUL","VILLA CATALANA CELLARS","11900 S CRITESER RD","OREGON CITY","OR",97045,7705,"CLACKAMAS"
"OR-W-20079","JAN-MARC WINE CELLARS, LLC","JAN-MARC WINE CELLARS","2110 N AINSWORTH ST","PORTLAND","OR",97217,4306,"Multnomah"
