"PERMIT NUMBER","OWNER NAME","OPERATING NAME","STREET","CITY","STATE","ZIP","ZIP4","COUNTY"
"CA-W-16391","CIMARONE WINES, LLC","CIMARONE WINES","1777 FLETCHER WAY","SANTA YNEZ","CA",93460,9484,"SANTA BARBARA"
"CA-W-15127","ARTISTE MANAGEMENT CO, LLC"," ","125 N REFUGIO RD","SANTA YNEZ","CA",93460,9303,"SANTA BARBARA"
"CA-W-1869","SUNSTONE VINEYARDS AND WINERY"," ","125 N REFUGIO RD","SANTA YNEZ","CA",93460,9303,"SANTA BARBARA"
"CA-W-15200","INVESTORS OF AMERICA, LP, FIRST SECURITIES OF AMERICA, INC., GP","DIERBERG VINEYARD","2121 ALISOS AVE","SANTA YNEZ","CA",93460,9390,"SANTA BARBARA"
"CA-W-15017","E. & J. GALLO WINERY","BRIDLEWOOD WINERY","3555 ROBLAR AVE","SANTA YNEZ","CA",93460,9724,"SANTA BARBARA"
"CA-W-17177","GRASSINI FAMILY VINEYARDS, LLC","GRASSINI FAMILY VINEYARDS","5775 GENUINE RISK RD","SANTA YNEZ","CA",93460,0,"SANTA BARBARA"
"CA-W-1722","BRANDER VINEYARD"," ","2401 N REFUGIO RD","SANTA YNEZ","CA",93460,0,"SANTA BARBARA"
"CA-W-1424","THE GAINEY VINEYARD"," ","3950 E HIGHWAY 246","SANTA YNEZ","CA",93460,0,"SANTA BARBARA"
"CA-W-2331","FOLEY ESTATES VINEYARD AND WINERY, LLC"," ","1711 ALAMO PINTADO RD","SOLVANG","CA",93463,9712,"SANTA BARBARA"
"CA-W-16111","RIDEAU VINEYARD, L.P., RIDEAU VINEYARD, LLC, GP","RIDEAU VINEYARD","1562 ALAMO PINTADO RD","SOLVANG","CA",93463,9756,"SANTA BARBARA"
"CA-W-2416","ROGER L. WISTED","BLACKJACK RANCH VINEYARDS & WINERY","2205 ALAMO PINTADO RD","SOLVANG","CA",93463,9747,"SANTA BARBARA"
"CA-W-15108","HARRISON CLARKE WINERY, LTD","HARRISON CLARKE WINERY","2825 TAPADERO RD","SOLVANG","CA",93463,0,"SANTA BARBARA"
"CA-W-15039","CARHARTT VINEYARD, INC.","CARHARTT VINEYARD","1691 ALAMO PINTADO RD","SOLVANG","CA",93463,9755,"SANTA BARBARA"
"CA-W-15225","SHOESTRING VINEYARD AND WINERY LLC","SHOESTRING VINEYARD AND WINERY","800 E HIGHWAY 246","SOLVANG","CA",93463,0,"SANTA BARBARA"
"CA-W-1644","BUTTONWOOD FARM WINERY, INC","BUTTONWOOD FARM","1500 ALAMO PINTADO RD","SOLVANG","CA",93463,9756,"SANTA BARBARA"
"CA-W-2147","KANGARU ENTERPRISES LLC","RUSACK VINEYARDS","1825 BALLARD CANYON RD","SOLVANG","CA",93463,9766,"SANTA BARBARA"
"CA-W-20220","FERGUSON CREST, INC."," ","100 LOS PADRES WAY","BUELLTON","CA",93427,9580,"SANTA BARBARA COUNTY"
"CA-W-20272","SONJA MAGDEVSKI","CASA DUMETZ","100 LOS PADRES WAY","BULLETON","CA",93427,9580,"SANTA BARBARA COUNTY"
"CA-W-15014","BIG BASIN VINEYARDS LLC","BIG BASIN VINEYARDS","830 MEMORY LN","BOULDER CREEK","CA",95006,4914,"SANTA CLARA"
"CA-W-15384","SIEMPRE WINERY, INC."," ","165 CRISTICH LN","CAMPBELL","CA",95008,5409,"SANTA CLARA"
"CA-W-15757","STROTH HALL CELLARS LLC","STROTH HALL CELLARS","165 CRISTICH LN","CAMPBELL","CA",95008,5409,"SANTA CLARA"
"CA-W-3047","PINDER WINERY & VINEYARD, LLC","PINDER WINERY","165 CRISTICH LN","CAMPBELL","CA",95008,5409,"SANTA CLARA"
"CA-W-2467","PICCHETTI WINERY INC"," ","13100 MONTEBELLO RD","CUPERTINO","CA",95014,5407,"SANTA CLARA"
"CA-W-15221","TOMAINO, KATHRYN, VIDOVICH, JOHN, MICHAEL & MARY JANE","VIDOVICH VINEYARDS","18101 MONTEBELLO RD","CUPERTINO","CA",95014,5438,"SANTA CLARA"
"CA-W-16630","TONY RIGONI","ASIAGO VINEYARDS","17659 MONTEBELLO RD","CUPERTINO","CA",95014,5437,"SANTA CLARA"
"CA-W-16389","R and W PURSUITS LLC","R & W VINEYARDS","15060 MONTEBELLO RD","CUPERTINO","CA",95014,5402,"SANTA CLARA"
"CA-W-1507","ROY S. FELLOM AND ROY E. FELLOM","FELLOM RANCH VINEYARDS","17075 MONTEBELLO RD","CUPERTINO","CA",95014,5439,"SANTA CLARA"
"CA-W-16102","DONALD E. NAUMANN","NAUMANN VINEYARDS","16505 MONTEBELLO RD","CUPERTINO","CA",95014,5441,"SANTA CLARA"
"CA-W-331","RIDGE VINEYARDS, INC."," ","18100 MONTE BELLO RD","CUPERTINO","CA",95014,0,"SANTA CLARA"
"CA-W-15844","SAPID WINES, INC.","SAPID WINES","11775 WATSONVILLE RD","GILROY","CA",95020,1111,"SANTA CLARA"
"CA-W-3411","THOMAS KRUSE","THOMAS KRUSE WINERY","3200 DRYDEN AVE","GILROY","CA",95020,9072,"SANTA CLARA"
"CA-W-15173","THE TWO YOUTHS, INC.","RAPAZZINI WINERY","4350 MONTEREY HWY","GILROY","CA",95020,8029,"SANTA CLARA"
"CA-W-3262","FERNWOOD CELLARS, INC."," ","7137 REDWOOD RETREAT RD","GILROY","CA",95020,9432,"SANTA CLARA"
"CA-W-2833","MIRANDA WINES, LLC","KIRIGIN CELLARS","11550 WATSONVILLE RD","GILROY","CA",95020,9434,"SANTA CLARA"
"CA-W-16772","FERNANDO LUIS FREDERICO","FREDERICO'S VINEYARDS","9548 ESTATES DR","GILROY","CA",95020,9192,"SANTA CLARA"
"CA-W-15681","APPELLATION EARTH, LLC","SENSORIUM","11775 WATSONVILLE RD","GILROY","CA",95020,0,"SANTA CLARA"
"CA-W-1709","RANCHO DE SOLIS WINERY, INC."," ","3920 HECKER PASS RD","GILROY","CA",95020,8805,"SANTA CLARA"
"CA-W-3538","MARTIN RANCH WINERY, INC.","MARTIN RANCH","6675 REDWOOD RETREAT RD","GILROY","CA",95020,8818,"SANTA CLARA"
"CA-W-2917","THE WILDCAT VINEYARDS, LLC","SARAH'S VINEYARD","4005 HECKER PASS RD","GILROY","CA",95020,8843,"SANTA CLARA"
"CA-W-15604","SATORI CELLARS LLC","SATORI CELLARS","2100 BUENA VISTA AVE","GILROY","CA",95020,9702,"SANTA CLARA"
"CA-W-439","FORTINO WINERY, INC.","FORTINO WINERY","4525 HECKER PASS HWY","GILROY","CA",95020,8807,"SANTA CLARA"
"CA-W-16415","CAVIGLIA INC.","TANK HOUSE WINERY","4525 HECKER PASS HWY","GILROY","CA",95020,8807,"SANTA CLARA"
"CA-W-480","MARIO FORTINO & FRANCES FORTINO","HECKER PASS WINERY","4605 HECKER PASS RD","GILROY","CA",95020,8808,"SANTA CLARA"
"CA-W-2201","CDF TRUST, CHARLES DOGLIONE, TRUSTEE","CASA DE FRUTA","6680 PACHECO PASS HWY","HOLLISTER","CA",95023,9521,"SANTA CLARA"
"CA-W-16867","DORSA MANAGEMENT COMPANY, LLC","LA RUSTICANA D'ORSA","15680 KENNEDY RD","LOS GATOS","CA",95032,6528,"SANTA CLARA"
"CA-W-3439","KENNEDY HILL ASSOCIATES LLC","KENNEDY HILL VINEYARDS","15050 KENNEDY RD","LOS GATOS","CA",95032,6503,"SANTA CLARA"
"CA-W-15068","TESTAROSSA VINEYARDS, LLC","TESTAROSSA VINEYARDS","300 COLLEGE AVE","LOS GATOS","CA",95030,7009,"SANTA CLARA"
"CA-W-17406","AMARI CELLARS, LLC","AMARI CELLARS","16355 CYPRESS WAY","LOS GATOS","CA",95030,7527,"SANTA CLARA"
"CA-W-3480","FLEMING JENKINS LLC"," ","300 COLLEGE AVE","LOS GATOS","CA",95030,0,"SANTA CLARA"
"CA-W-15919","LOS GATOS WINE COMPANY LLC","LOS GATOS WINE COMPANY","21850 BEAR CREEK RD","LOS GATOS","CA",95030,9438,"SANTA CLARA"
"CA-W-15258","HOWELL CORP., INC.","BIG DOG VINEYARDS","4545 FELTER RD","MILPITAS","CA",95035,7304,"SANTA CLARA"
"CA-W-15635","MICHAEL SAMPOGNARO & MARYCLAIRE SAMPOGNARO","PEDRIZZETTI WINERY","1645 SAN PEDRO AVE","MORGAN HILL","CA",95037,9667,"SANTA CLARA"
"CA-W-17233","EAGLE ROCK INVESTMENTS INC.","EAGLE ROCK VINEYARDS","1645 SAN PEDRO AVE","MORGAN HILL","CA",95037,9667,"SANTA CLARA"
"CA-W-17038","CASTILLO'S HILLSIDE SHIRE WINERY INC.","CASTILLO'S HILLSIDE SHIRE WINERY","2215 LIBERATA DR","MORGAN HILL","CA",95037,9347,"SANTA CLARA"
"CA-W-551","EMILIO GUGLIELMO WINERY, INC.","EMILIO GUGLIELMO WINERY","1480 E MAIN AVE","MORGAN HILL","CA",95037,3201,"SANTA CLARA"
"CA-W-15454","BILLY RAY HOLT AND CAROLYN HOLT"," ","12775 UVAS RD","MORGAN HILL","CA",95037,9133,"SANTA CLARA"
"CA-W-1902","MOUNTAIN VIEW VINTNERS, INC.","MOUNTAIN VIEW VINTNERS","1480 E MAIN AVE","MORGAN HILL","CA",95037,0,"SANTA CLARA"
"CA-W-15421","TODD A. & ALEXIA K. JOHNSON","MONTE VERDE VINEYARDS","13775 SYCAMORE DR","MORGAN HILL","CA",95037,9407,"SANTA CLARA"
"CA-W-16307","ANDERS-LANE ARTISAN WINES, L.P.","ANDERS-LANE ARTISAN WINES","1480 E MAIN AVE","MORGAN HILL","CA",95037,3201,"SANTA CLARA"
"CA-W-16325","J. DOWD CELLARS, LLC"," ","14645 GALLANT FOX WAY","MORGAN HILL","CA",95037,5908,"SANTA CLARA"
"CA-W-16648","PARADISE VALLEY VINEYARDS LLC","PARADISE VALLEY VINEYARDS","2129 LOUIS HOLSTROM DR","MORGAN HILL","CA",95037,9662,"SANTA CLARA"
"CA-W-15234","JERALD G. ROSS & JUDITH D. ROSS","ROSS VINEYARDS","17520 OAK GLEN AVE","MORGAN HILL","CA",95037,9427,"SANTA CLARA"
"CA-W-2039","J LOHR WINERY CORPORATION","J. LOHR WINERY","1000 LENZEN AVE","SAN JOSE","CA",95126,2739,"SANTA CLARA"
"CA-W-16361","COTERIE CELLARS, INC.","COTERIE CELLARS","1805 LITTLE ORCHARD ST","SAN JOSE","CA",95125,1015,"SANTA CLARA"
"CA-W-15352","ROBERT WARREN PETERSON","TEAM ZIN","830-3 JURY CT","SAN JOSE","CA",95112,2816,"SANTA CLARA"
"CA-W-17422","CLOS LACHANCE WINES, LLC","CLOS LACHANCE","13800 HUMMINGBIRD LN","SAN MARTIN","CA",95046,9482,"SANTA CLARA"
"CA-W-17104","SHELDON HAYNIE & JANE MIKA-HAYNIE","LIGHTHEART CELLARS","305 ROOSEVELT AVE","SAN MARTIN","CA",95046,9402,"SANTA CLARA"
"CA-W-17313","TODD HERSCHEL THEDINGA","REAL DOGS WINE","1 HUMMINGBIRD LN","SAN MARTIN","CA",95046,9473,"SANTA CLARA"
"CA-W-15267","ASV WINES, INC."," ","12805 LLAGAS AVE","SAN MARTIN","CA",95046,9561,"SANTA CLARA"
"CA-W-16872","RICHARD SCHMIDT","CHATEAU DE MONTRICHARD","3210 PASEO VISTA AVE","SAN MARTIN","CA",95046,9795,"SANTA CLARA"
"CA-W-20167","MIRAMAR VINEYARDS, LLC","MIRAMAR VINEYARDS","12255 NEW AVE","SAN MARTIN","CA",95046,9619,"SANTA CLARA"
"CA-W-15203","GREGORY R. PETERSON & TERESA P. PETERSON","CREEKVIEW VINEYARDS","12467 CREEKVIEW CT","SAN MARTIN","CA",95046,9618,"SANTA CLARA"
"CA-W-1671","KATHRYN KENNEDY WINERY"," ","13180 PIERCE RD","SARATOGA","CA",95070,4212,"SANTA CLARA"
"CA-W-988","M.E.V. CORPORATION","MOUNT EDEN VINEYARDS","22020 MOUNT EDEN RD","SARATOGA","CA",95070,0,"SANTA CLARA"
"CA-W-17112","LOREN B. ZEMENICK","CHARLES USHER","24110 CONGRESS SPRINGS RD","SARATOGA","CA",95070,9706,"SANTA CLARA"
"CA-W-2111","SAVANNAH-CHANELLE VINEYARDS, INC."," ","23600 CONGRESS SPRINGS RD","SARATOGA","CA",95070,0,"SANTA CLARA"
"CA-W-2542","GARROD TRUST","COOPER-GARROD VINEYARDS","22600 MT. EDEN RD","SARATOGA","CA",95070,0,"SANTA CLARA"
"CA-W-3147","MICHAEL J. FAUL","RABBITS FOOT MEADERY","1246 BIRCHWOOD DR","SUNNYVALE","CA",94089,2205,"SANTA CLARA"
"CA-W-15191","BRIAN ALEX NICHOLSON","NICHOLSON VINEYARDS","2800 PLEASANT VALLEY RD","APTOS","CA",95003,9785,"SANTA CRUZ"
"CA-W-15146","CRAIG HANDLEY AND CATHY HANDLEY","PLEASANT VALLEY VINEYARDS","600 PLEASANT VALLEY RD","APTOS","CA",95003,9710,"SANTA CRUZ"
"CA-W-16562","PETER THIBODEAU","Thibodeau Vineyard","431 COYOTE RIDGE RD","APTOS","CA",95003,9771,"SANTA CRUZ"
"CA-W-1433","SALAMANDRE WINE CELLARS"," ","108 DON CARLOS DR","APTOS","CA",95003,2912,"SANTA CRUZ"
"CA-W-1152","AHLGREN VINEYARD"," ","20320 HIGHWAY 9","BOULDER CREEK","CA",95006,9008,"SANTA CRUZ"
"CA-W-545","PAUL C. & MARJORIE STAIGER","P AND M STAIGER","1300 HOPKINS GULCH RD","BOULDER CREEK","CA",95006,8632,"SANTA CRUZ"
"CA-W-3344","PHIL & PEGGY CREWS","PELICAN RANCH WINERY","102 KENNEDY DR","CAPITOLA","CA",95010,0,"SANTA CRUZ"
"CA-W-16674","CORRALITOS RIDGE VINEYARDS CORPORATION","CORRALITOS RIDGE WINERY","681 CORRALITOS RIDGE RD","CORRALITOS","CA",95076,256,"SANTA CRUZ"
"CA-W-3632","RYAN BEAUREGARD","BEAUREGARD VINEYARDS","496 HAMES RD","CORRALITOS","CA",95076,252,"SANTA CRUZ"
"CA-W-3321","RICHARD & MARY KAY ALFARO","ALFARO FAMILY FARM & VINEYARDS","496 HAMES RD","CORRALITOS","CA",95076,252,"SANTA CRUZ"
"CA-W-3063","STRATEGY PARTNERS INTERNATIONAL","WINDY OAKS ESTATE","380 SWEETWOOD WAY","CORRALITOS","CA",95076,6308,"SANTA CRUZ"
"CA-W-2726","GREGORY J. NOLTEN, KATHLEEN P. STARKEY & MARION E. NOLTEN","ZAYANTE VINEYARDS, LLC","420 OLD MOUNT RD","FELTON","CA",95018,9054,"SANTA CRUZ"
"CA-W-1658","HALLCREST VINEYARDS, INC.","HALLCREST VINEYARDS","379 FELTON EMPIRE RD","FELTON","CA",95018,9167,"SANTA CRUZ"
"CA-W-3238","GEMIGNANI WINERY","GENEROSA WINERY","22649 SUMMIT RD","LOS GATOS","CA",95033,0,"SANTA CRUZ"
"CA-W-15984","THE SCHAADT WINE GROUP, LLC","REGALE WINERY AND VINEYARDS","24040 SUMMIT RD","LOS GATOS","CA",95033,9290,"SANTA CRUZ"
"CA-W-16066","FORTY STUMP VINEYARDS L.L.C."," ","25330 HUTCHINSON RD","LOS GATOS","CA",95033,8375,"SANTA CRUZ"
"CA-W-15431","BLACK RIDGE WINERY, L.L.C.","BLACK RIDGE WINERY","18500 BLACK RD","LOS GATOS","CA",95033,9589,"SANTA CRUZ"
"CA-W-15831","PATRICK JAMES AND MOLLY CLAIRE SURGALSKI","WINDHOVER","16252 NILES RD","LOS GATOS","CA",95033,8379,"SANTA CRUZ"
"CA-W-1720","BYINGTON WINERY AND VINEYARD, INC."," ","21850 BEAR CREEK RD","LOS GATOS","CA",95033,9438,"SANTA CRUZ"
"CA-W-3189","MICHAEL & LYNNE MUCCIGROSSO","MUCCIGROSSO VINEYARDS","21450 BEAR CREEK RD","LOS GATOS","CA",95033,9434,"SANTA CRUZ"
"CA-W-20222","SILVERTIP VINEYARDS, LLC"," ","16644 E UPPER ZAYANTE RD","LOS GATOS","CA",95033,8286,"SANTA CRUZ"
"CA-W-17221","RHYS VINEYARDS, LLC","RHYS VINEYARDS","11715 SKYLINE BLVD","LOS GATOS","CA",95033,9588,"SANTA CRUZ"
"CA-W-16947","VILLA VINTNERS LLC","VILLA DEL MONTE WINERY","23076 SUMMIT RD","LOS GATOS","CA",95033,9202,"SANTA CRUZ"
"CA-W-1018","DAVID BRUCE WINERY, INC.","DAVID BRUCE WINERY","21439 BEAR CREEK RD","LOS GATOS","CA",95033,9429,"SANTA CRUZ"
"CA-W-15419","BLACK RIDGE WINERY, L.L.C.","BLACK RIDGE WINERY","18550 BLACK RD","LOS GATOS","CA",95033,9589,"SANTA CRUZ"
"CA-W-16782","REDWOOD RIDGE ESTATE LLC","REDWOOD RIDGE VINEYARD","21435 SUMMIT RD","LOS GATOS","CA",95033,8400,"SANTA CRUZ"
"CA-W-3470","PAUL B. KEMP","LOMA PRIETA WINERY","26985 LOMA PRIETA WAY","LOS GATOS","CA",95033,8103,"SANTA CRUZ"
"CA-W-2032","DAVID LEE MOULTON","BURRELL SCHOOL VINEYARDS","24060 SUMMIT RD","LOS GATOS","CA",95033,9290,"SANTA CRUZ"
"CA-W-3241","JEFFREY M. BARRANTI","J.M. BARRANTI VINEYARDS","24842 SKYLAND RD","LOS GATOS","CA",95033,8160,"SANTA CRUZ"
"CA-W-16338","DENIS MICHAL HOEY","ODONATA","334 A INGALLS ST","SANTA CRUZ","CA",95060,0,"SANTA CRUZ"
"CA-W-16585","HILLCREST WINERY","REXFORD WINERY","429 INGALLS ST","SANTA CRUZ","CA",95060,5868,"SANTA CRUZ"
"CA-W-15995","ROBERT J. GOLDSPINK","GRANITE RIDGE VINEYARD","895 GRANITE RIDGE DR","SANTA CRUZ","CA",95065,9753,"SANTA CRUZ"
"CA-W-2488","HENRY M. AND LINDA J. MCHENRY","MCHENRY VINEYARD","6821 BONNY DOON RD","SANTA CRUZ","CA",95060,9753,"SANTA CRUZ"
"CA-W-15082","SANTA CRUZ VINEYARDS, LP","VINE HILL WINERY","2300 JARVIS RD","SANTA CRUZ","CA",95065,9798,"SANTA CRUZ"
"CA-W-2359","DR. DAVID STEWART ESTRADA","CLOS TITA WINERY","4 KENDALL LN","SANTA CRUZ","CA",95066,3811,"SANTA CRUZ"
"CA-W-16405","MICHAEL V. & LOIS E. SONES","SONES CELLARS","334 B INGALLS ST","SANTA CRUZ","CA",95060,0,"SANTA CRUZ"
"CA-W-16483","DANCING CREEK WINERY, LLC","DANCING CREEK WINERY","4363 BRANCIFORTE DR","SANTA CRUZ","CA",95065,9619,"SANTA CRUZ"
"CA-W-16046","RANCH 50 LLC","BALMASEDA WINERY","821 HANOVER ST","SANTA CRUZ","CA",95062,2206,"SANTA CRUZ"
"CA-W-17475","MJA VINEYARDS LLC","MJA VINEYARD","328A INGALLS ST","SANTA CRUZ","CA",95060,5882,"SANTA CRUZ"
"CA-W-16957","COPIOUS WINERY, LLC","COPIOUS WINERY","427 SWIFT ST","SANTA CRUZ","CA",95060,5871,"SANTA CRUZ"
"CA-W-16302","BEAUREGARD VINEYARDS LLC","BEAUREGARD VINEYARDS","10 PINE FLAT RD","SANTA CRUZ","CA",95060,9707,"SANTA CRUZ"
"CA-W-2370","BRUCE CANTZ","FOUR GATES WINERY","503 HAPPY VALLEY RD","SANTA CRUZ","CA",95065,9787,"SANTA CRUZ"
"CA-W-2458","STORRS WINERY AND VINEYARD, LTD.","STORRS WINERY","303 POTRERO ST","SANTA CRUZ","CA",95060,2782,"SANTA CRUZ"
"CA-W-16304","VINO TABI INC.","VINO TABI WINERY","334 ""C"" INGALLS ST","SANTA CRUZ","CA",95060,0,"SANTA CRUZ"
"CA-W-15732","BARRY C. JACKSON","EQUINOX","427 SWIFT ST","SANTA CRUZ","CA",95060,0,"SANTA CRUZ"
"CA-W-1700","BONNY DOON WINERY, INC.","BONNY DOON VINEYARD","328 INGALLS ST","SANTA CRUZ","CA",95060,5849,"SANTA CRUZ"
"CA-W-16337","JEFFREY LOGAN EMERY","SANTA CRUZ MOUNTAIN VINEYARD","334 A INGALLS ST","SANTA CRUZ","CA",95060,0,"SANTA CRUZ"
"CA-W-911","JEROLD MONROE O'BRIEN","SILVER MOUNTAIN VINEYARDS","369 SILVER MOUNTAIN DR","SANTA CRUZ COUNTY","CA",95060,0,"SANTA CRUZ"
"CA-W-17465","SCOTTS VALLEY WINERY, LLC","SCOTTS VALLEY WINERY","2364 BEAN CREEK RD","SCOTTS VALLEY","CA",95066,3102,"SANTA CRUZ"
"CA-W-16883","GRANITE CREEK LLC","37TH PARALLEL WINES",,"SCOTTS VALLEY","CA",95066,3613,"SANTA CRUZ"
"CA-W-15219","HEART 'O THE MOUNTAIN LLC"," ","705 CANHAM RD","SCOTTS VALLEY","CA",95066,2729,"SANTA CRUZ"
"CA-W-1820","JON MORGAN, PETER BARGETTO, AND PAUL BARGETTO","SOQUEL VINEYARDS","8063 GLEN HAVEN RD","SOQUEL","CA",95073,9592,"SANTA CRUZ"
"CA-W-1181","BARGETTO'S SANTA CRUZ WINERY, INC."," ","3535 N MAIN ST","SOQUEL","CA",95073,2530,"SANTA CRUZ"
"CA-W-17491","HUNTER HILL VINEYARD & WINERY, INC.","HUNTER HILL VINEYARD & WINERY","7099 GLEN HAVEN RD","SOQUEL","CA",95073,9581,"SANTA CRUZ"
"CA-W-2284","OSOCALIS, INC."," ","5579 OLD SAN JOSE RD","SOQUEL","CA",95073,9627,"SANTA CRUZ"
"CA-W-15979","POETIC CELLARS, LLC","POETIC CELLARS","5000 N RODEO GULCH RD","SOQUEL","CA",95073,9781,"SANTA CRUZ"
"CA-W-3370","FIVE STAR FARMS, LLC","NATAL VINEYARDS","1310 GREEN VALLEY RD","WATSONVILLE","CA",95076,8640,"SANTA CRUZ"
"CA-W-17356","MIZKAN AMERICAS, INC."," ","46 WALKER ST","WATSONVILLE","CA",95076,4925,"SANTA CRUZ"
"CA-W-16995","MICA CELLARS, INC","MICA CELLARS","18 HANGER WAY","WATSONVILLE","CA",95076,0,"SANTA CRUZ"
"CA-W-3597","HENRY SCHIMPELER, AMY PREASEAU, ERNEST SCHIMPELER","VALLEY VISTA VINEYARDS","110 VALLEY VIEW RD","WATSONVILLE","CA",95076,9730,"SANTA CRUZ"
"CA-W-17280","LEONARD WOLFF","WOLFF AND FATHER","514 CALABASAS RD","WATSONVILLE","CA",95076,412,"SANTA CRUZ"
"CA-W-1153","KRISTINE ARNESON","RIVER RUN VINTNERS","65 ROGGE LN","WATSONVILLE","CA",95076,9418,"SANTA CRUZ"
"CA-W-16151","ERNEST J. & SUSAN R. ODELL","ONO WINES","11379 RAINBOW LAKE RD","IGO","CA",96047,9720,"SHASTA"
"CA-W-17213","CHARLES TUCKER","TUCKER CREEK VINEYARD","11379 RAINBOW LAKE RD","IGO","CA",96047,9720,"SHASTA"
"CA-W-15543","ALLAN R.GRIGGS AND WILLEMINA C. GRIGGS","GRIGGS WINERY","21599 HINDS RD","MONTGOMERY CREEK","CA",96065,0,"SHASTA"
"CA-W-15682","VINTNER'S CELLAR OF REDDING, LLC","VINTNER'S CELLAR","1700 CALIFORNIA ST","REDDING","CA",96001,1905,"SHASTA"
"CA-W-17515","MARTIN MOSELEY WINES LLC","MOSELEY FAMILY CELLARS","3985 EASTSIDE RD","REDDING","CA",96001,3841,"SHASTA"
"CA-W-16792","SHASTA-TEHAMA-TRINITY JOINT COMMUNITY COLLEGE DISTRICT"," ","11555 OLD OREGON TRL","REDDING","CA",96003,7692,"SHASTA"
"CA-W-16004","ROBERT S. HOOPER","INTERMOUNTAIN VINEYARDS & WINERY","12230 INTERMOUNTAIN RD","REDDING","CA",96003,7551,"SHASTA"
"CA-W-16569","ANSELMO VINEYARDS, LLC","ANSELMO VINEYARDS","28740 INWOOD RD","SHINGLETOWN","CA",96088,9688,"SHASTA"
"CA-W-3025","MICHAEL S. & DEANNE K. BOEHLERT","LASSEN PEAK WINERY","7878 OAK LN","SHINGLETOWN","CA",96088,9616,"SHASTA"
"CA-W-16943","DAKARO CELLARS, INC"," ","29464 BIG SPRING RD","WHITMORE","CA",96096,9550,"SHASTA"
"CA-W-16423","SILVER RIDGE VINEYARDS & WINERY LLC","NORTHERN NOMAD WINERY","413 E FIRST ST","DORRIS","CA",96023,0,"SISKIYOU"
"CA-W-1841","GILBERT N. STAFFORD","SCOTT VALLEY ORGANIC ORCHARD AND WINERY","13611 MEAMBER CREEK RD","FORT JONES","CA",96032,9742,"SISKIYOU"
"CA-W-3050","ERNEST L. NEVEU & MARY ANN NEVEU","NEVEU VINEYARDS","4839 AGER RD","MONTAGUE","CA",96064,9524,"SISKIYOU"
"CA-W-3239","G.J. ROGERS AND DIANE G. ROGERS","SHASTA VIEW VINEYARDS","5100 AGER RD","MONTAGUE","CA",96064,9597,"SISKIYOU"
"CA-W-5707","JESS J. JONES, MARY ELLEN JONES","JESS JONES VINEYARD","6496 JONES LN","DIXON","CA",95620,9601,"SOLANO"
"CA-W-15023","PURPLE PEARL VINEYARDS"," ","9177 CURREY RD","DIXON","CA",95620,9710,"SOLANO"
"CA-W-17597","ARROWHEAD MOUNTAIN WINERY CORPORATION","ARROWHEAD MOUNTAIN VINEYARD","4537 ABERNATHY RD","FAIRFIELD","CA",94534,9789,"SOLANO"
"CA-W-15468","RIO VISTA WINE & SPIRITS, LLC","RIO VISTA WINE & SPIRITS","4537 ABERNATHY RD","FAIRFIELD","CA",94534,9789,"SOLANO"
"CA-W-15857","TENBRINK WINERY, LLC","TENBRINK WINERY","4185 CHADBOURNE RD","FAIRFIELD","CA",94534,9747,"SOLANO"
"CA-W-15432","GREEN VALLEY VINTNERS, LLC","G V CELLARS","1635 MASON RD","FAIRFIELD","CA",94534,9608,"SOLANO"
"CA-W-2439","LANZA VINEYARDS, INC.","WOODEN VALLEY WINERY","4756 SUISUN VALLEY RD","FAIRFIELD","CA",94534,3114,"SOLANO"
"CA-W-15688","VEZER FAMILY VINEYARDS, LLC","VEZER FAMILY VINEYARDS","5066 CLAYTON RD","FAIRFIELD","CA",94534,9776,"SOLANO"
"CA-W-16524","VEZER FAMILY VINEYARDS, LLC","BLUE VICTORIAN VINEYARDS","5071 SUISUN VALLEY RD","FAIRFIELD","CA",94534,3121,"SOLANO"
"CA-W-16024","THOMAS R. WEST AND CAROLYN J. WEST","ROCK CREEK VINEYARD","4610 GREEN VALLEY RD","FAIRFIELD","CA",94534,1368,"SOLANO"
"CA-W-1566","FRANK-LIN DISTILLERS PRODUCTS, LTD.","FRANK-LIN VINTNERS","2455 HUNTINGTON DR","FAIRFIELD","CA",94533,9734,"SOLANO"
"CA-W-15941","BASK WINE"," ","2436 MORRISON LN","FAIRFIELD","CA",94534,9754,"SOLANO"
"CA-W-15818","SCAVAR, INC.","SEA NYMPH VINEYARDS","19900 SHERMAN ISLAND CROSSING RD","RIO VISTA","CA",94571,9730,"SOLANO"
"CA-W-15877","SUNSET CELLARS, LLC"," ","4495 SUISUN VALLEY RD","SUISUN CITY","CA",94534,3108,"SOLANO"
"CA-W-16776","MANGELS VINEYARDS, LLC"," ","2294 MORRISON LN","SUISUN CITY","CA",94534,0,"SOLANO"
"CA-W-17264","MICHAEL VIRATOS","GORDON VALLEY WINERY","5050 GORDON VALLEY RD","SUISUN CITY","CA",94534,0,"SOLANO"
"CA-W-3009","LEDGEWOOD CREEK WINERY, LLC"," ","4589 ABERNATHY RD","SUISUN VALLEY","CA",94534,9717,"SOLANO"
"CA-W-2879","VITO ACCARDI","ACCARDI WINERY","7924 TIMM RD","VACAVILLE","CA",95688,9678,"SOLANO"
